dim	coefficient
0	0.0722365976664379
1	0.03022211737733453
2	0.017766296487006006
3	0.010716710893046391
4	0.05687144910725106
5	0.05296796990438776
6	0.05143707549112983
7	0.06756501789391331
8	-0.003304093293928971
9	0.05547816273215765
10	0.004422913182301348
11	0.00797855128952911
12	-0.010990514720764427
13	0.0633811512579969
14	0.08408167892783538
15	0.03733631404659802
16	-0.03426460009595917
17	0.061254201220025464
18	-0.01388166172979141
19	0.031464953761830575
20	-0.015513492612779317
21	0.10977398979007255
22	0.05056379093868623
23	0.014483552401420907
24	-0.004680897472529828
25	0.03841684522631443
26	0.11042848356421121
27	-0.00519826239414873
28	-0.055689130055966804
29	0.02285392530239208
30	0.12178739853690476
31	0.04339022308091052
32	-0.024045048907896126
33	-0.1070396665548689
34	-0.07463725649594719
35	0.036246303140300175
36	-0.023402670248982467
37	0.06734698117752172
38	0.04769268470946504
39	0.029530980231702357
40	0.00886504395282188
41	0.0016693988346543065
42	0.04618239187792317
43	-0.07055993157760242
44	-0.007908618284540592
45	-0.04804451367798669
46	0.03261716160910466
47	0.06699359932083504
48	0.08971494664389779
49	-0.0811147476028693
50	0.02982786159778761
51	-0.026769893067490096
52	-0.02005925024815386
53	-0.030752825325404735
54	-0.0025375453576227253
55	-0.024121087908464765
56	0.0049262960452892204
57	0.0303486601459288
58	-0.0018609317143958347
59	0.005449104270351977
60	0.009290693908122802
61	0.05165655873840413
62	0.015917182214584102
63	0.06825948835289793
64	-0.05664157018502707
65	-0.038594915090155335
66	-0.07302742975888168
67	0.0017367846754252764
68	0.027158040702749565
69	-0.01659784809828602
70	0.018215478422962353
71	-0.054241129920206424
72	0.09592273857598557
73	0.024191542992363962
74	0.13131310788241404
75	-0.012562030135584684
76	-0.035267242998954
77	0.041157614944306045
78	0.07262452493703912
79	-0.0017384706899798846
80	-0.021525265328993185
81	-0.09936485743590044
82	-0.05547249882742725
83	-0.050339856897769666
84	0.06857850649427623
85	0.05685254366680671
86	-0.030238473262810463
87	0.05522858410457494
88	0.04855060963438345
89	0.028667713669575406
90	0.04200785016828505
91	0.09528029292576333
92	0.01667659332798915
93	0.07673274206077796
94	0.019662742281048678
95	0.040447931356040634
96	-0.10531403541646296
97	0.04794587819072168
98	-0.00910520402474606
99	-0.05655476671388604
100	0.04404564968903282
101	0.019340530213148854
102	0.007559840589354272
103	-0.09561943060937673
104	-0.044765285231997166
105	0.09657284429873103
106	-0.021848213509214804
107	0.00423949530148468
108	-0.08265322292823482
109	0.01685797721987074
110	0.060192419191043504
111	-0.029812792785581986
112	0.006403295488563932
113	0.09084266234336053
114	0.003913092985225882
115	0.013103094243747412
116	-0.039290856996052184
117	0.03311153522800819
118	0.0276066483747578
119	0.00874513849452814
120	-0.010434771147136826
121	-0.03997419783458113
122	0.0026030509794214146
123	0.05486960286877932
124	0.07309779178419402
125	0.008817436016407932
126	0.0032353917047085786
127	-0.017906273884820086
128	0.03826510609564437
129	0.06003862097832208
130	0.028538648233911106
131	-0.061171388049241625
132	0.041908533431807254
133	-0.06627682348388472
134	0.10004118576941305
135	0.039496735176132954
136	0.028995740040485225
137	0.05109469846002286
138	0.004155049377552809
139	0.027927173766506524
140	0.03560929240768748
141	0.038924547283362344
142	0.022726087050246153
143	0.027558867919362982
144	0.0171982348276711
145	0.03937388158334391
146	-0.01416980939983879
147	0.08146593489740557
148	0.05734356562814699
149	0.009672038672122001
150	0.024239437834673052
151	-0.01742852418921386
152	-0.0028823188988705215
153	-0.032329917549115295
154	0.02828988680127107
155	-0.019959567838115214
156	0.026903935863598634
157	-0.03270601533301895
158	0.036571808171237
159	-0.04032174672434375
160	0.07582839457322628
161	0.007856024720474204
162	0.04128915147217263
163	0.07607182217828112
164	0.02250509093646444
165	0.03708738575535092
166	-0.0024910293513447906
167	0.15429995291251614
168	0.0853353020540116
169	0.11131756380878273
170	0.05195248842163283
171	0.013809709790756337
172	0.035909760524375514
173	0.05755389557487238
174	0.04849005052959169
175	0.007958430891695994
176	-0.04314837769556364
177	-0.054159097203116055
178	-0.001991534149798701
179	0.04089659927594165
180	0.007979258023632339
181	0.002447124503611249
182	0.08890266404997364
183	-0.03875576054823905
184	0.017508266855018266
185	0.01903461980031383
186	0.05588421904897068
187	0.08779198750316654
188	0.06883474580572142
189	0.00300730237141765
190	0.014950000750179871
191	0.09195137450932751
192	0.01693465910068545
193	-0.021668845704750715
194	0.06971770094848764
195	-0.03510610024907555
196	0.10994909001574202
197	0.006148003470246424
198	-0.017374277324450016
199	0.0763418019658094
200	-0.03923223653892945
201	0.028675901242530718
202	0.031442925302546394
203	0.05775892376542587
204	0.058546626012394465
205	-0.00950563830107682
206	0.04287596429657951
207	-0.011941020383329917
208	0.02322361087349113
209	-0.03752072340605319
210	-0.004255566586928217
211	-0.0025067074965131296
212	0.07362285564258954
213	-0.036308307300875066
214	-0.0016378004213806543
215	-0.10098029927293309
216	0.07189232430553819
217	0.059227203505547055
218	0.018009462024685716
219	-0.02408420493099048
220	-0.052382059349698064
221	-0.044311818882377604
222	0.08935603797194322
223	0.018956161821195278
224	0.008625224350967887
225	0.027365754696402435
226	0.003930056163042253
227	-0.04830028967430168
228	-0.006182357812476032
229	-0.0568394760537867
230	0.09511767484389697
231	-0.006402103038020806
232	-0.06265406137289575
233	-0.020193046037032064
234	0.039847222453106956
235	-0.001743252872241613
236	0.0528652620072209
237	0.07812129869518722
238	0.03202722475147669
239	0.04176344154798232
240	0.03653609210935687
241	-0.0024221584664577706
242	-0.04597260767663086
243	-0.06516242295944766
244	0.07624401729710092
245	0.024706969381493537
246	-0.019790323784791057
247	0.05051025132544961
248	-0.014016583372329534
249	-0.06004753866665444
250	0.03661499620986914
251	0.014649738637806657
252	-0.021870583656622145
253	0.04274054981480385
254	0.11841641980568357
255	-0.003404960752159308
256	0.07679618405372889
257	-0.026943904771522614
258	0.09141749148597027
259	-0.051043842140634205
260	0.04645243566029887
261	0.029215407931362923
262	0.0366527783444692
263	0.0997018559717512
264	0.09199415485806375
265	0.0306866492224366
266	0.04381079234207394
267	0.1332726467281535
268	0.08278789533257183
269	0.020206359807516217
270	0.02634938900230989
271	-0.007644982562019195
272	-0.02699894275818959
273	-0.08521476291220106
274	0.03912434922479917
275	0.033842966907297406
276	0.11417767052687186
277	0.013717228449243803
278	-0.03989459584536788
279	0.136727322475361
280	-0.03355674471063343
281	0.048556318739469764
282	0.12322343097418736
283	-0.07869835081035531
284	-0.07471712202921932
285	0.06828208925993362
286	0.03615819120288316
287	0.006642313875349481
288	-0.018714019530504236
289	0.026486349531594778
290	0.048810546589339046
291	-0.010256964572114731
292	-0.01086021490960375
293	-0.08801747055975251
294	0.09742958236395108
295	0.014034294571103643
296	0.025761878496704426
297	0.03503021692973315
298	0.09919195678412546
299	0.020231059658592843
300	0.0446390516009787
301	0.08873508902257814
302	-0.048946221891330716
303	0.09105531662490284
304	0.03282045480637727
305	0.06128244984643135
306	0.08816572845262191
307	-0.04917357834827554
308	0.09211632303587525
309	0.04675955295561167
310	0.06337752332663879
311	0.028004384401032603
312	0.04925220853600962
313	-0.01225539602752752
314	-0.018489438572189813
315	0.027750245696783547
316	0.07883260808348776
317	-0.013061862407415224
318	0.058213465116732706
319	-0.011261606563583567
320	0.041214931234709144
321	0.029057900016952014
322	0.057198215181210564
323	0.014634378940276357
324	0.05440703694801741
325	-0.0532911614064246
326	0.006403059433478291
327	0.008969866054765133
328	0.12234726779148082
329	0.04383586016287494
330	-0.006530582880095297
331	0.00518617802184463
332	-0.07189343524384462
333	0.011833291680563837
334	0.05856825071830757
335	-0.0031647044321993535
336	0.010172416580594552
337	-0.03174900920014973
338	0.04446083174592513
339	0.05439459747479517
340	-0.05495997430951699
341	0.07844976428457913
342	0.04789924100919079
343	0.018558101685254576
344	0.08432801352563363
345	-0.057790995553670566
346	0.05231310143091258
347	0.09126660187334537
348	0.1036721625306844
349	0.005714772862443239
350	0.04100520921968968
351	-0.059458241185719726
352	0.056487978164904945
353	-0.11966552587300658
354	0.015884964496406744
355	0.03456369081638705
356	0.021071638923597657
357	0.028471484857576786
358	0.05887472494260347
359	-0.14333898045054763
360	0.031198978146453282
361	0.0373722095530714
362	0.0690554806181194
363	-0.03827235481255153
364	-0.06954971255190673
365	0.010470919948344447
366	0.0316566422354668
367	0.08117620317428344
368	0.06858393767997006
369	-0.03424788823963281
370	-0.04292597515181883
371	-0.07562324780949366
372	0.05102411818223201
373	0.05768619144695298
374	0.010182477445449482
375	0.0844011431027409
376	0.006771853325104597
377	0.07457393473162278
378	0.06776838337148383
379	0.02900643980297679
380	0.010741123474380006
381	0.036342781941453295
382	0.02483836804533648
383	0.0545966109216673
384	0.00667718013730257
385	0.10018658267089194
386	0.031223871331063656
387	0.11964538992917531
388	-0.0011938122767740072
389	0.0755934990190917
390	-0.005165286803137008
391	0.015599806356457982
392	0.039186834540529944
393	-0.045573040111131696
394	0.06832399303180223
395	0.002646643369500273
396	0.06119009198782899
397	0.01400961715882144
398	0.07640820420402444
399	0.09068899126406615
400	0.05133955496627735
401	0.04733638826010754
402	0.06983199031864001
403	0.015968651231932255
404	0.029502627859117593
405	-0.02701906832586147
406	0.01613467934257528
407	0.10851581240799682
408	0.027831734730805864
409	0.029074077118668672
410	0.04464391341940506
411	0.01634779850191788
412	0.11680498683404196
413	0.02177367999552758
414	-0.017373215695220115
415	-0.029495765952919792
416	0.09420492356138753
417	0.13020277900940103
418	-0.000685796780923318
419	0.058600859423980904
420	-0.016128441945202653
421	0.04209715951236065
422	0.03560690311180542
423	0.04434231157935131
424	0.03702335871728778
425	-0.024618865087817274
426	0.05642714437161798
427	0.026175802341131874
428	0.1321663141105125
429	0.1071753926154256
430	0.02937239276896061
431	-0.005229150327692229
432	0.041250998235858684
433	0.03868683592212161
434	-0.014690597924322406
435	0.0585582983417923
436	0.02679534793996452
437	-0.04370523546770379
438	0.004843632137373992
439	-0.017606976537335037
440	0.012702971673794666
441	0.014610644848062394
442	0.0058300850815983345
443	0.03158460391954681
444	0.046552455944413075
445	-0.01645582313260644
446	0.012008238398642637
447	0.08758555692754849
448	0.08711531550180622
449	-0.04673136908625901
450	0.05198706697595978
451	0.06841256864472889
452	-0.11260604334314589
453	-0.04293792978880698
454	0.07870985435079687
455	0.057173325601006124
456	-0.025410022409286925
457	-0.08296838350446259
458	0.06472186697420507
459	-0.028112756533172457
460	0.05812952564082709
461	-0.020432964085108456
462	0.05561964030029445
463	-0.044256866822377984
464	-0.028084603289376397
465	0.0107505720873429
466	0.03388036370917918
467	0.06662301279165521
468	0.05775458340150315
469	0.07149803308812776
470	-0.050033531112075175
471	-0.018890080106730517
472	0.027278027993503155
473	0.010675722130659338
474	0.04835506045832678
475	0.12768795242405198
476	0.08462375182131562
477	0.06759868411782069
478	0.061178447531967654
479	0.07810216665990909
480	0.14693697112392204
481	0.014757078583932721
482	-0.042711885774859085
483	-0.03718845182918731
484	0.04728634292048895
485	0.05299261951752475
486	-0.021708731688596668
487	0.053698235456657445
488	-0.03865671846040554
489	0.08017005402667676
490	-0.037321514623113325
491	0.025113543200632804
492	0.02221271863917596
493	0.08515635767997673
494	-0.0075823192883385385
495	-0.030087907369048223
496	-0.06152436885062382
497	0.03567328724937989
498	0.042301662205615195
499	0.029018357623339743
500	-0.0008592778557752253
501	0.061978787489449405
502	0.0011292960456400006
503	0.02316888509308894
504	0.05934595247188031
505	0.08024941114182182
506	0.12144957270627577
507	0.0455309137591781
508	-0.025632591736927144
509	-0.006515240962029741
510	0.006129851658104063
511	0.03958645557200764
512	-0.02568988199541658
513	0.0611460376610095
514	-0.0092254718930678
515	0.0870620192227635
516	0.01676348323227213
517	0.09538664016752134
518	-0.023519052295024833
519	0.08239393489841419
520	-0.023901324244501188
521	0.045653591191132534
522	0.013213415866112355
523	0.06875934806397255
524	-0.02605977010031681
525	0.06136318524352851
526	-0.02244752682907283
527	0.08607641968791307
528	0.05401437622562925
529	0.004643927652062271
530	-0.03438149417023118
531	0.05522529543934887
532	0.05702956174952509
533	-0.02829255704793665
534	0.03978135388480271
535	-0.013360986285673115
536	0.04440877913684461
537	0.0020836043021026252
538	0.07009114153391455
539	-0.004431826541291019
540	-0.09382283481927928
541	0.03988978015468213
542	-0.05952857352550607
543	0.016511545120733252
544	-0.021199261450167338
545	0.038610437865163216
546	0.04686192038288973
547	-0.06324627206456643
548	0.007051408793671891
549	0.09370226866017191
550	0.08052584293322491
551	0.023988604570499585
552	0.06283131934578981
553	0.054624560535363395
554	-0.024964877893380574
555	-0.03517955503547856
556	0.02152286646718895
557	-0.003241742416868792
558	0.004505111553033174
559	-0.05704838502152539
560	0.0067966591508682415
561	0.008583386888254201
562	-0.0025018256301307523
563	0.04829912521800049
564	0.03459657344865243
565	0.03391897836809931
566	-0.00709552567829521
567	-0.01945216338209757
568	0.09643652623338886
569	-0.024099955663339563
570	0.06926768810421761
571	0.061930250893449196
572	0.07880292363319372
573	0.1390571475947348
574	0.06296734245389904
575	-0.001940594340432646
576	0.023270675513128437
577	0.0743470872279537
578	-0.008586862967880957
579	0.019073758393805484
580	0.04379316981968995
581	-0.03671727839257454
582	0.006090918864687479
583	0.12269185221134438
584	-0.08484301061601418
585	0.06932453098726492
586	0.08811963827580661
587	0.035749448026825385
588	0.06226090374788755
589	0.04931758612238509
590	0.07552755110558386
591	-0.08331148953528014
592	0.029062887318778433
593	-0.07333004260108113
594	0.008568532557051582
595	0.04159630048445638
596	0.03915896214595997
597	-0.14065894363183393
598	0.05664137586421643
599	-0.014762911543088493
600	0.013409796555648675
601	0.07521799507310056
602	-0.003937353712731167
603	0.04717957627368573
604	0.006143089343727487
605	0.024203553467540148
606	-0.040186932616618126
607	0.04240475553909927
608	0.08256691069961741
609	0.02016596942439456
610	0.09751609757646774
611	0.09933053639705101
612	0.05080450908537154
613	-0.015143407638976331
614	0.00864311120539238
615	0.008821672576544617
616	-0.0026389360747063016
617	0.027241976846823245
618	-0.026318800716147797
619	0.0439852222513842
620	0.02980663811188796
621	0.1163857223323186
622	0.07231197889460231
623	0.0645339800012553
624	0.054458221576217186
625	-0.04655707401158214
626	-0.001602757822216124
627	0.038917163460601166
628	-0.04238597195703267
629	0.00018024236873967914
630	0.019897139303607057
631	0.10135300653931398
632	0.10698145981424523
633	0.05643496569951796
634	-0.004730890515556172
635	-0.009859673532869307
636	-0.020457356791544687
637	0.07228716841611298
638	0.01595454567155656
639	-0.03882408914014777
640	-0.04086763051337595
641	0.03492655583961306
642	-0.020063892893375006
643	-0.026125195808288985
644	0.0023853150686696505
645	0.01248972487521138
646	-0.0499094958187393
647	-0.03122753906277681
648	0.03880080097518501
649	-0.010656004966391148
650	-0.020147301548384157
651	-0.007917342402906542
652	0.10553294003311187
653	0.006384042616065298
654	0.10702760026085478
655	-0.06200986975061046
656	0.09114576260734662
657	-0.0658573565877617
658	-0.029261283075651845
659	0.018366625856068804
660	0.12845482097297697
661	0.017485750985688983
662	-0.040865974152167174
663	-0.004827132334078137
664	0.03387421896494629
665	0.004206177864211987
666	-0.07193205638822574
667	0.018448771013121652
668	0.03349870408702749
669	0.1239896601719057
670	-0.043334454099450345
671	0.013943421745128127
672	0.07586371216980627
673	0.03234826167724548
674	0.06219073356127719
675	0.023877210511648404
676	-0.041839782639190345
677	0.014024792238079793
678	0.029584194625554165
679	0.02008430030595707
680	0.07071745426450599
681	0.0045222831350412475
682	-0.009767608883202935
683	0.0622365000191984
684	0.07334645506475791
685	-0.08893587027361716
686	0.03699227332864971
687	-0.016673004468840118
688	0.05477938658911504
689	-0.04233964932042213
690	0.11754105070391403
691	0.0333417735214335
692	-0.021436629791472123
693	0.08705230809460837
694	0.18613353703929308
695	0.051456507083900455
696	0.08872506089327784
697	-0.016454005468369975
698	-0.02838453938234686
699	-0.056570047285068564
700	-0.013575173234522063
701	-0.02517789317295685
702	0.0048241835848560136
703	-0.010058424433227284
704	0.2002335384833197
705	-0.010428766939481905
706	0.02365089467670199
707	-0.05074836903389968
708	0.027287250023910022
709	0.04714038453054324
710	0.09103332938363953
711	-0.0071471273019472585
712	0.06842263380660771
713	0.09647589013360641
714	0.015161639729300354
715	0.11751135829520498
716	0.03822465127511686
717	0.04301871986009695
718	0.0024770909032589272
719	-0.003643500663859822
720	0.028269453826792343
721	-0.05264982865797487
722	0.15788068558995375
723	0.0641404083405905
724	-0.08869955455020564
725	0.02960510420146887
726	0.07450763363495422
727	0.04933334097424058
728	0.07190077497508175
729	-0.020778558551098163
730	0.054215476422484005
731	-0.005916291012111793
732	0.0705620598245072
733	0.008065550199280104
734	0.008783060585810975
735	0.04670727078597864
736	0.04092464455323088
737	0.03540670246599658
738	0.021350361600005432
739	0.047605069590349956
740	0.05772830334025493
741	0.011779356240952644
742	-0.04327920352772164
743	-0.05570844259649479
744	0.0619164368339641
745	0.024053552655112536
746	0.11949416327666919
747	0.11466589063154155
748	-0.0459378649279176
749	0.010047150278275432
750	-0.014530079009690087
751	-0.038968727306282445
752	0.09470805638576685
753	0.011904567729258709
754	0.02104465216635373
755	0.037739436614021016
756	-0.006373937670864697
757	0.06964790395021227
758	0.04972515141229655
759	0.02805865108334609
760	0.03582824515170102
761	0.041059230546458034
762	0.11365360880430612
763	0.026168580146676557
764	0.033988878725936325
765	0.07472953679801639
766	-0.07931884626589283
767	0.07092278864824816
